CODE,TREE,LOCALITY,SPECIES,LATITUDE,LONGITUDE,ALTITUDE,COUNTRY,ORIGIN,STAND,EXTRACTION #,HAPLOTYPE,Colour
P4-001,1,Dinnet,Intermediate,57.074,-2.899,165,Scotland,autochthonus,Forest,DIN1,10,White
P4-001,2,Dinnet,Quercus robur,57.074,-2.899,165,Scotland,autochthonus,Forest,DIN2,10,White
P4-001,3,Dinnet,Intermediate,57.074,-2.899,165,Scotland,autochthonus,Forest,DIN3,10,White
P4-001,4,Dinnet,-,57.074,-2.899,165,Scotland,autochthonus,Forest,DIN4,10,White
P4-001,5,Dinnet,Intermediate,57.074,-2.899,165,Scotland,autochthonus,Forest,DIN5,10,White
P4-002,1,Chatelherault,-,55.762,-4.011,76,Scotland,autochthonus,Forest,CHAT1,9,Orange
P4-002,2,Chatelherault,-,55.762,-4.011,76,Scotland,autochthonus,Forest,CHAT2,9,Orange
P4-002,3,Chatelherault,-,55.762,-4.011,76,Scotland,autochthonus,Forest,CHAT3,9,Orange
P4-002,4,Chatelherault,-,55.762,-4.011,76,Scotland,autochthonus,Forest,CHAT4,9,Orange
P4-002,5,Chatelherault,-,55.762,-4.011,76,Scotland,autochthonus,Forest,CHAT5,9,Orange
P4-003,1,Mains Estate,-,55.939,-4.347,100,Scotland,autochthonus,Forest,MAIN1,9,Orange
P4-003,2,Mains Estate,-,55.939,-4.347,100,Scotland,autochthonus,Forest,MAIN2,9,Orange
P4-003,3,Mains Estate,-,55.939,-4.347,100,Scotland,autochthonus,Forest,MAIN3,10,White
P4-003,4,Mains Estate,-,55.939,-4.347,100,Scotland,autochthonus,Forest,MAIN4,9,Orange
P4-003,5,Mains Estate,-,55.939,-4.347,100,Scotland,autochthonus,Forest,MAIN5,9,Orange
P4-004,1,Muir of Dinnet,Quercus petraea,57.065,-2.932,180,Scotland,autochthonus,Forest,DIN6,10,White
P4-004,2,Muir of Dinnet,-,57.065,-2.932,180,Scotland,autochthonus,Forest,DIN7,10,White
P4-004,3,Muir of Dinnet,Intermediate,57.065,-2.932,180,Scotland,autochthonus,Forest,DIN8,10,White
P4-004,4,Muir of Dinnet,Quercus petraea,57.065,-2.932,180,Scotland,autochthonus,Forest,DIN9,10,White
P4-004,5,Muir of Dinnet,Intermediate,57.065,-2.932,180,Scotland,autochthonus,Forest,DIN11,10,White
P4-005,1,Strone,Quercus petraea,56.404,-4.909,76,Scotland,autochthonus,Forest,STRO1,9,Orange
P4-005,2,Strone,-,56.404,-4.909,76,Scotland,autochthonus,Forest,STRO2,9,Orange
P4-005,3,Strone,Quercus petraea,56.404,-4.909,76,Scotland,autochthonus,Forest,STRO3,9,Orange
P4-005,4,Strone,Quercus petraea,56.404,-4.909,76,Scotland,autochthonus,Forest,STRO4,9,Orange
P4-005,5,Strone,Quercus petraea,56.404,-4.909,76,Scotland,autochthonus,Forest,STRO5,9,Orange
P4-006,1,Dalavich,Quercus petraea,56.264,-5.28,50,Scotland,autochthonus,Forest,DALA1 ,9,Orange
P4-006,2,Dalavich,-,56.264,-5.28,50,Scotland,autochthonus,Forest,DALA2,9,Orange
P4-006,3,Dalavich,Quercus petraea,56.264,-5.28,50,Scotland,autochthonus,Forest,DALA3,9,Orange
P4-006,4,Dalavich,Quercus petraea,56.264,-5.28,50,Scotland,autochthonus,Forest,DALA4,9,Orange
P4-006,5,Dalavich,Quercus petraea,56.264,-5.28,50,Scotland,autochthonus,Forest,DALA5,9,Orange
P4-007,1,Glennant ,Intermediate,56.412,-5.218,76,Scotland,autochthonus,Forest,GLNN1,9,Orange
P4-007,2,Glennant ,Intermediate,56.412,-5.218,76,Scotland,autochthonus,Forest,GLNN2,9,Orange
P4-007,3,Glennant ,Intermediate,56.412,-5.218,76,Scotland,autochthonus,Forest,GLNN3,9,Orange
P4-007,4,Glennant ,Intermediate,56.412,-5.218,76,Scotland,autochthonus,Forest,GLNN4,9,Orange
P4-007,5,Glennant ,Quercus petraea,56.412,-5.218,76,Scotland,autochthonus,Forest,GLNN5,9,Orange
P4-008,1,Taynish,-,55.987,-5.646,10,Scotland,autochthonus,Forest,TAYN1,9,Orange
P4-008,2,Taynish,-,55.987,-5.646,10,Scotland,autochthonus,Forest,TAYN2,9,Orange
P4-008,3,Taynish,Quercus petraea,55.987,-5.646,10,Scotland,autochthonus,Forest,TAYN3,9,Orange
P4-008,4,Taynish,-,55.987,-5.646,10,Scotland,autochthonus,Forest,TAYN4,9,Orange
P4-008,5,Taynish,Quercus petraea,55.987,-5.646,10,Scotland,autochthonus,Forest,TAYN5,9,Orange
P4-009,1,Glengallain,Quercus robur,56.314,-5.478,122,Scotland,autochthonus,Forest,GLEG1,10,White
P4-009,2,Glengallain,Intermediate,56.314,-5.478,122,Scotland,autochthonus,Forest,GLEG2,10,White
P4-009,3,Glengallain,Quercus robur,56.314,-5.478,122,Scotland,autochthonus,Forest,GLEG3,10,White
P4-009,4,Glengallain,Quercus robur,56.314,-5.478,122,Scotland,autochthonus,Forest,GLEG4,10,White
P4-009,5,Glengallain,Intermediate,56.314,-5.478,122,Scotland,autochthonus,Forest,GLEG5,10,White
P4-010,1,Cloanaig,Quercus petraea,55.756,-5.395,30,Scotland,autochthonus,Forest,CLOA1,9,Orange
P4-010,2,Cloanaig,-,55.756,-5.395,30,Scotland,autochthonus,Forest,CLOA2,9,Orange
P4-010,3,Cloanaig,Quercus petraea,55.756,-5.395,30,Scotland,autochthonus,Forest,CLOA3,9,Orange
P4-010,4,Cloanaig,Quercus petraea,55.756,-5.395,30,Scotland,autochthonus,Forest,CLOA4,9,Orange
P4-010,5,Cloanaig,Quercus petraea,55.756,-5.395,30,Scotland,autochthonus,Forest,CLOA5,9,Orange
P4-011,1,Dunloskin,Quercus robur,55.958,-4.941,122,Scotland,autochthonus,Forest,DUNL1,9,Orange
P4-011,2,Dunloskin,Quercus robur,55.958,-4.941,122,Scotland,autochthonus,Forest,DUNL2,9,Orange
P4-011,3,Dunloskin,Quercus robur,55.958,-4.941,122,Scotland,autochthonus,Forest,DUNL3,9,Orange
P4-011,4,Dunloskin,Intermediate,55.958,-4.941,122,Scotland,autochthonus,Forest,DUNL4,9,Orange
P4-011,5,Dunloskin,Intermediate,55.958,-4.941,122,Scotland,autochthonus,Forest,DUNL5,9,Orange
P4-012,1,Glenan,Quercus petraea,55.879,-5.311,15,Scotland,autochthonus,Forest,GLEA1,9,Orange
P4-012,2,Glenan,Quercus petraea,55.879,-5.311,15,Scotland,autochthonus,Forest,GLEA2,9,Orange
P4-012,3,Glenan,Quercus petraea,55.879,-5.311,15,Scotland,autochthonus,Forest,GLEA3,9,Orange
P4-012,4,Glenan,Intermediate,55.879,-5.311,15,Scotland,autochthonus,Forest,GLEA4,9,Orange
P4-012,5,Glenan,Intermediate,55.879,-5.311,15,Scotland,autochthonus,Forest,GLEA5,9,Orange
P4-013,1,North Sannox,Intermediate,55.673,-5.159,15,Scotland,autochthonus,Forest,SANN1,9,Orange
P4-013,2,North Sannox,Intermediate,55.673,-5.159,15,Scotland,autochthonus,Forest,SANN2,9,Orange
P4-013,3,North Sannox,Intermediate,55.673,-5.159,15,Scotland,autochthonus,Forest,SANN3,9,Orange
P4-013,4,North Sannox,Intermediate,55.673,-5.159,15,Scotland,autochthonus,Forest,SANN4,9,Orange
P4-013,5,North Sannox,Intermediate,55.673,-5.159,15,Scotland,autochthonus,Forest,SANN5,9,Orange
P4-014,1,Dougarie,Intermediate,55.589,-5.369,76,Scotland,autochthonus,Forest,DOUG1,9,Orange
P4-014,2,Dougarie,Quercus petraea,55.589,-5.369,76,Scotland,autochthonus,Forest,DOUG2,9,Orange
P4-014,3,Dougarie,Quercus robur,55.589,-5.369,76,Scotland,autochthonus,Forest,DOUG3,9,Orange
P4-014,4,Dougarie,Quercus petraea,55.589,-5.369,76,Scotland,autochthonus,Forest,DOUG4,9,Orange
P4-014,5,Dougarie,Quercus petraea,55.589,-5.369,76,Scotland,autochthonus,Forest,DOUG5,9,Orange
P4-015,1,Dalkeith,Quercus robur,55.91,-3.043,60,Scotland,autochthonus,Forest,DAL1,9,Orange
P4-015,2,Dalkeith,Quercus robur,55.91,-3.043,60,Scotland,autochthonus,Forest,DAL2,9,Orange
P4-015,3,Dalkeith,Quercus petraea,55.91,-3.043,60,Scotland,autochthonus,Forest,DAL3,9,Orange
P4-015,4,Dalkeith,Quercus petraea,55.91,-3.043,60,Scotland,autochthonus,Forest,DAL4,9,Orange
P4-015,5,Dalkeith,Quercus petraea,55.91,-3.043,60,Scotland,autochthonus,Forest,DAL5,9,Orange
P4-016,1,Dunnerdale,Quercus petraea,54.312,-3.191,155,England,autochthonus,Forest,DUN1,9,Orange
P4-016,2,Dunnerdale,Quercus petraea,54.312,-3.191,155,England,autochthonus,Forest,DUN2,9,Orange
P4-016,3,Dunnerdale,Quercus petraea,54.312,-3.191,155,England,autochthonus,Forest,DUN3,9,Orange
P4-016,4,Dunnerdale,Quercus petraea,54.312,-3.191,155,England,autochthonus,Forest,DUN4,9,Orange
P4-016,5,Dunnerdale,Quercus petraea,54.312,-3.191,155,England,autochthonus,Forest,DUN5,9,Orange
P4-017,1,Ulfa Fell,Quercus petraea,54.224,-2.836,30,England,autochthonus,Forest,ULF1,8,Yellow
P4-017,2,Ulfa Fell,Quercus petraea,54.224,-2.836,30,England,autochthonus,Forest,ULF2,8,Yellow
P4-017,3,Ulfa Fell,Quercus petraea,54.224,-2.836,30,England,autochthonus,Forest,ULF3,8,Yellow
P4-017,4,Ulfa Fell,Quercus petraea,54.224,-2.836,30,England,autochthonus,Forest,ULF4,8,Yellow
P4-017,5,Ulfa Fell,Quercus petraea,54.224,-2.836,30,England,autochthonus,Forest,ULF5,8,Yellow
P4-018,1,Seatle,Quercus petraea,54.245,-2.947,90,England,autochthonus,Forest,SEA1,9,Orange
P4-018,2,Seatle,Quercus petraea,54.245,-2.947,90,England,autochthonus,Forest,SEA2,9,Orange
P4-018,3,Seatle,Quercus petraea,54.245,-2.947,90,England,autochthonus,Forest,SEA3,9,Orange
P4-018,4,Seatle,Quercus petraea,54.245,-2.947,90,England,autochthonus,Forest,SEA4,9,Orange
P4-018,5,Seatle,Quercus petraea,54.245,-2.947,90,England,autochthonus,Forest,SEA5,9,Orange
P4-019,1,Scaleswood,Quercus petraea,54.537,-3.291,230,England,autochthonus,Forest,SCA1,9,Orange
P4-019,2,Scaleswood,Quercus petraea,54.537,-3.291,230,England,autochthonus,Forest,SCA2,9,Orange
P4-019,3,Scaleswood,Quercus petraea,54.537,-3.291,230,England,autochthonus,Forest,SCA3,9,Orange
P4-019,4,Scaleswood,Quercus petraea,54.537,-3.291,230,England,autochthonus,Forest,SCA4,9,Orange
P4-019,5,Scaleswood,Quercus petraea,54.537,-3.291,230,England,autochthonus,Forest,SCA5,9,Orange
P4-020,1,Naddlelow,Quercus petraea,54.441,-2.779,310,England,autochthonus,Forest,NAD1,9,Orange
P4-020,2,Naddlelow,Quercus petraea,54.441,-2.779,310,England,autochthonus,Forest,NAD2,9,Orange
P4-020,3,Naddlelow,Quercus petraea,54.441,-2.779,310,England,autochthonus,Forest,NAD3,9,Orange
P4-020,4,Naddlelow,Quercus petraea,54.441,-2.779,310,England,autochthonus,Forest,NAD4,9,Orange
P4-020,5,Naddlelow,Quercus petraea,54.441,-2.779,310,England,autochthonus,Forest,NAD5,9,Orange
P4-021,1,Ennerdale,Quercus petraea,54.578,-3.352,140,England,autochthonus,Forest,ENN1,9,Orange
P4-021,2,Ennerdale,Quercus petraea,54.578,-3.352,140,England,autochthonus,Forest,ENN2,9,Orange
P4-021,3,Ennerdale,Quercus petraea,54.578,-3.352,140,England,autochthonus,Forest,ENN3,9,Orange
P4-021,4,Ennerdale,Quercus petraea,54.578,-3.352,140,England,autochthonus,Forest,ENN4,9,Orange
P4-021,5,Ennerdale,Quercus petraea,54.578,-3.352,140,England,autochthonus,Forest,ENN5,9,Orange
P4-022,1,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200,England,autochthonus,Forest,LOW1,9,Orange
P4-022,2,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200,England,autochthonus,Forest,LOW2,9,Orange
P4-022,3,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200,England,autochthonus,Forest,LOW3,9,Orange
P4-022,4,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200,England,autochthonus,Forest,LOW4,9,Orange
P4-022,5,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200,England,autochthonus,Forest,LOW5,9,Orange
P4-023,1,Keskadale,Quercus petraea,54.564,-3.225,385,England,autochthonus,Forest,KES1,9,Orange
P4-023,2,Keskadale,Quercus petraea,54.564,-3.225,385,England,autochthonus,Forest,KES2,9,Orange
P4-023,3,Keskadale,Quercus petraea,54.564,-3.225,385,England,autochthonus,Forest,KES3,9,Orange
P4-023,4,Keskadale,Quercus petraea,54.564,-3.225,385,England,autochthonus,Forest,KES4,9,Orange
P4-023,5,Keskadale,Quercus petraea,54.564,-3.225,385,England,autochthonus,Forest,KES5,9,Orange
P4-024,1,Seathwaite,Quercus petraea,54.354,-3.185,140,England,autochthonus,Forest,SEAT1,9,Orange
P4-024,2,Seathwaite,Quercus petraea,54.354,-3.185,140,England,autochthonus,Forest,SEAT2,9,Orange
P4-024,3,Seathwaite,Quercus petraea,54.354,-3.185,140,England,autochthonus,Forest,SEAT3,9,Orange
P4-024,4,Seathwaite,Quercus petraea,54.354,-3.185,140,England,autochthonus,Forest,SEAT4,9,Orange
P4-024,5,Seathwaite,Quercus petraea,54.354,-3.185,140,England,autochthonus,Forest,SEAT5,9,Orange
P4-025,1,Greatend Crag,Quercus petraea,54.542,-3.149,155,England,autochthonus,Forest,GREAC1,9,Orange
P4-025,2,Greatend Crag,Quercus petraea,54.542,-3.149,155,England,autochthonus,Forest,GREAC2,9,Orange
P4-025,3,Greatend Crag,Quercus petraea,54.542,-3.149,155,England,autochthonus,Forest,GREAC3,9,Orange
P4-025,4,Greatend Crag,Quercus petraea,54.542,-3.149,155,England,autochthonus,Forest,GREAC4,9,Orange
P4-025,5,Greatend Crag,Quercus petraea,54.542,-3.149,155,England,autochthonus,Forest,GREAC5,9,Orange
P4-026,1,Guise Cliff,Quercus petraea,54.065,-1.743,250,England,autochthonus,Forest,GC1,9,Orange
P4-026,2,Guise Cliff,Quercus petraea,54.065,-1.743,250,England,autochthonus,Forest,GC2,9,Orange
P4-026,3,Guise Cliff,Quercus petraea,54.065,-1.743,250,England,autochthonus,Forest,GC3,9,Orange
P4-026,4,Guise Cliff,Quercus petraea,54.065,-1.743,250,England,autochthonus,Forest,GC4,9,Orange
P4-026,5,Guise Cliff,Quercus petraea,54.065,-1.743,250,England,autochthonus,Forest,GC5,9,Orange
P4-027,1,Silkstone Fall,Quercus petraea,53.547,-1.654,122,England,autochthonus,Forest ,SILK1,8,Yellow
P4-027,2,Silkstone Fall,Quercus petraea,53.547,-1.654,122,England,autochthonus,Forest ,SILK2,8,Yellow
P4-027,3,Silkstone Fall,Quercus petraea,53.547,-1.654,122,England,autochthonus,Forest ,SILK3,8,Yellow
P4-027,4,Silkstone Fall,Quercus petraea,53.547,-1.654,122,England,autochthonus,Forest ,SILK4,8,Yellow
P4-027,5,Silkstone Fall,Quercus petraea,53.547,-1.654,122,England,autochthonus,Forest ,SILK5,8,Yellow
P4-028,1,Tom Royd Wood,Quercus petraea,53.521,-1.554,152,England,autochthonus,Forest ,ROYD1,8,Yellow
P4-028,2,Tom Royd Wood,Intermediate,53.521,-1.554,152,England,autochthonus,Forest ,ROYD2,8,Yellow
